date,nav_118632,nav_118834,nav_118989,nav_119092,nav_119551,nav_120503,nav_120841,nav_122639,nav_125497
2013-10-11,13.9215,13.339,17.815,25.6801,103.7572,15.7415,32.3317,10.247,
2013-10-12,13.9215,13.339,17.815,25.6801,103.7572,15.7415,32.3317,10.247,
2013-10-13,13.9215,13.339,17.815,25.694,103.7572,15.7415,32.3317,10.247,
2013-10-14,13.9362,13.383,17.858,25.7011,103.8303,15.7324,32.3093,10.3426,
2013-10-15,13.8854,13.245,17.669,25.7083,103.2589,15.679,32.2883,10.3314,
2013-10-16,13.8854,13.245,17.669,25.7154,103.2589,15.679,32.2938,10.3314,
2013-10-17,13.7852,13.165,17.601,25.7225,103.3326,15.5453,32.3189,10.334,
2013-10-18,14.0524,13.347,17.776,25.7294,103.3672,15.7809,32.4268,10.4605,
2013-10-19,14.0524,13.347,17.776,25.7294,103.3672,15.7809,32.4268,10.4605,
2013-10-20,14.0524,13.347,17.776,25.743,103.3672,15.7809,32.4268,10.4605,
2013-10-21,14.1188,13.489,17.947,25.75,103.4516,15.8894,32.4775,10.5421,
2013-10-22,14.115,13.538,18.043,25.757,103.4859,15.877,32.4872,10.5722,
2013-10-23,14.0597,13.517,18.019,25.764,103.4986,15.8677,32.5233,10.59,
2013-10-24,14.0033,13.54,18.046,25.771,103.5248,15.9415,32.5346,10.5668,
2013-10-25,13.95,13.497,17.97,25.7779,103.5569,15.8675,32.5173,10.5451,
2013-10-26,13.95,13.497,17.97,25.7779,103.5569,15.8675,32.5173,10.5451,
2013-10-27,13.95,13.497,17.97,25.7917,103.5569,15.8675,32.5173,10.5451,
2013-10-28,13.8624,13.395,17.877,25.7986,103.6375,15.8194,32.5484,10.5689,
2013-10-29,14.119,13.542,18.12,25.8056,103.332,16.1585,32.6515,10.5966,
2013-10-30,14.2056,13.598,18.173,25.8127,103.3571,16.1802,32.6125,10.6077,
2013-10-31,14.3413,13.752,18.396,25.8195,103.3858,16.2736,32.6518,10.6939,
2013-11-01,14.4273,13.88,18.672,25.8264,103.3966,16.2955,32.6454,10.7386,
2013-11-02,14.4273,13.88,18.672,25.8264,103.3966,16.2955,32.6454,10.7386,
2013-11-03,14.4273,13.88,18.672,25.8264,103.3966,16.2955,32.6454,10.7386,
2013-11-04,14.4273,13.88,18.672,25.8466,103.3966,16.2955,32.6618,10.7386,
2013-11-05,14.4377,14.047,18.94,25.8532,103.4962,16.2853,32.7174,10.8176,
2013-11-06,14.4002,14.109,18.901,25.8599,103.5239,16.3485,32.6265,10.8172,
2013-11-07,14.28,14.003,18.703,25.8666,103.5073,16.3104,32.5983,10.7677,
2013-11-08,14.182,14.067,18.699,25.8733,103.5326,16.2705,32.5316,10.7003,
2013-11-09,14.182,14.067,18.699,25.8733,103.5326,16.2705,32.5316,10.7003,
2013-11-10,14.182,14.067,18.699,25.8867,103.5326,16.2705,32.5316,10.7003,
