date,nav_118632,nav_118834,nav_118989,nav_119092,nav_119551,nav_120503,nav_120841,nav_122639,nav_125497
2015-09-13,23.3722,30.431,37.342,3032.2699,121.8402,31.1477,44.2894,16.36,31.3747
2015-09-14,23.5968,30.724,37.648,3032.8914,121.9531,31.3515,44.7141,16.4771,31.638
2015-09-15,23.3685,30.707,37.493,3033.5229,121.9858,31.2733,44.3774,16.2858,31.5174
2015-09-16,23.5121,30.661,37.483,3034.1444,121.9789,31.3223,44.237,16.3547,31.4122
2015-09-17,23.5121,30.661,37.483,3034.7669,121.9789,31.3223,44.237,16.3547,31.4122
2015-09-18,23.7631,30.965,37.646,3035.4112,122.2648,31.7732,44.5479,16.5086,31.7435
2015-09-19,23.7631,30.965,37.646,3035.4112,122.2648,31.7732,44.5479,16.5086,31.7435
2015-09-20,23.7631,30.965,37.646,3036.6963,122.2648,31.7732,44.5479,16.5086,31.7435
2015-09-21,23.7417,31.16,37.923,3037.3316,122.338,31.8538,44.6135,16.4225,31.8795
2015-09-22,23.3928,30.713,37.539,3037.9614,122.3174,31.3324,44.4494,16.33,31.6014
2015-09-23,23.4782,30.841,37.728,3038.592,122.3206,31.4679,44.4909,16.255,31.6956
2015-09-24,23.5282,30.997,37.883,3039.2221,122.3672,31.6422,44.3923,16.2562,31.6004
2015-09-25,23.5282,30.997,37.883,3039.2221,122.3672,31.6422,44.3923,16.2562,31.6004
2015-09-26,23.5282,30.997,37.883,3039.2221,122.3672,31.6422,44.3923,16.2562,31.6004
2015-09-27,23.5282,30.997,37.883,3041.1659,122.3672,31.6422,44.3923,16.2562,31.6004
2015-09-28,23.2893,30.881,37.818,3041.805,122.4558,31.4118,44.3226,16.227,31.6127
2015-09-29,23.3434,30.934,37.772,3042.6718,123.1053,31.5043,44.1961,16.0695,31.5525
2015-09-30,23.5371,31.387,38.117,3043.4443,123.4889,31.6634,44.3665,16.1357,31.9449
2015-10-01,23.4492,31.384,38.091,3044.1152,123.4236,31.6707,44.6241,16.1448,32.0303
2015-10-02,23.4492,31.384,38.091,3044.1152,123.4236,31.6707,44.6241,16.1448,32.0303
2015-10-03,23.4492,31.384,38.091,3044.1152,123.4236,31.6707,44.6241,16.1448,32.0303
2015-10-04,23.4492,31.384,38.091,3046.0815,123.4236,31.6707,44.6241,16.1448,32.0303
2015-10-05,23.8972,31.88,38.666,3046.7171,123.7102,32.0854,45.0293,16.387,32.4891
2015-10-06,23.9205,31.957,38.663,3047.348,123.7049,32.0778,45.1132,16.4672,32.4971
2015-10-07,24.0002,31.907,38.533,3047.9811,123.6703,32.1395,44.9819,16.4584,32.6458
2015-10-08,23.8578,31.696,38.339,3048.6109,123.7508,32.0108,44.8145,16.425,32.787
2015-10-09,23.9808,31.619,38.309,3049.2565,123.8076,32.0619,44.9104,16.5139,32.8509
2015-10-10,23.9808,31.619,38.309,3049.2565,123.8076,32.0619,44.9104,16.5139,32.8509
2015-10-11,23.9808,31.619,38.309,3050.5247,123.8076,32.0619,44.9104,16.5139,32.8509
2015-10-12,23.9224,31.736,38.296,3051.1526,123.7532,32.0015,44.825,16.5215,32.7741
2015-10-13,23.8587,31.734,38.38,3051.7763,123.7951,31.9182,44.8045,16.6312,32.8369
2015-10-14,23.82,31.743,38.414,3052.405,123.8612,31.9508,44.5964,16.7306,32.851
2015-10-15,24.0433,31.966,38.642,3053.0272,123.9272,32.018,44.667,16.8024,33.0744
2015-10-16,24.2571,32.298,38.796,3053.6683,123.9423,32.1644,44.838,16.8506,33.1072
2015-10-17,24.2571,32.298,38.796,3053.6683,123.9423,32.1644,44.838,16.8506,33.1072
2015-10-18,24.2571,32.298,38.796,3054.9508,123.9423,32.1644,44.838,16.8506,33.1072
2015-10-19,24.3698,32.667,39.046,3055.572,124.0158,32.2097,44.922,16.854,33.3166
2015-10-20,24.4647,32.736,39.199,3056.1957,124.0561,32.394,45.1077,16.9259,33.5605
2015-10-21,24.3804,32.58,39.019,3056.838,124.0459,32.2841,45.0324,16.8546,33.6267
2015-10-22,24.3804,32.58,39.019,3057.4803,124.0459,32.2841,45.0324,16.8546,33.6267
2015-10-23,24.4185,32.472,38.916,3058.104,124.1065,32.3006,45.0661,16.9417,33.5274
2015-10-24,24.4185,32.472,38.916,3058.104,124.1065,32.3006,45.0661,16.9417,33.5274
2015-10-25,24.4185,32.472,38.916,3059.3499,124.1065,32.3006,45.0661,16.9417,33.5274
2015-10-26,24.3338,32.335,38.808,3059.9919,124.0884,32.197,44.9807,17.2001,33.2641
2015-10-27,24.4353,32.359,38.877,3060.6123,124.1443,32.2086,45.0271,17.2854,33.4053
2015-10-28,24.1553,32.089,38.652,3061.2513,124.2162,32.1179,44.8136,17.1653,33.3372
2015-10-29,23.9492,31.905,38.442,3061.871,124.1596,31.9364,44.8136,17.2493,33.2373
2015-10-30,23.9588,31.82,38.239,3062.5204,124.1571,32.0137,44.5302,17.2922,33.1814
2015-10-31,23.9588,31.82,38.239,3062.5204,124.1571,32.0137,44.5302,17.2922,33.1814
2015-11-01,23.9588,31.82,38.239,3063.8107,124.1571,32.0137,44.5302,17.2922,33.1814
2015-11-02,24.0093,31.835,38.287,3064.428,124.2771,31.8613,44.3965,17.3999,32.949
2015-11-03,24.14,31.923,38.392,3065.0468,124.2894,31.877,44.4502,17.4589,33.328
2015-11-04,24.1744,31.839,38.332,3065.6646,124.2333,31.7151,44.4368,17.3896,33.2605
2015-11-05,23.8487,31.465,37.783,3066.2883,124.1902,31.2215,44.4522,17.3254,32.938
2015-11-06,23.9408,31.343,37.661,3066.9314,124.1927,31.0676,44.5155,17.1974,32.6837
2015-11-07,23.9408,31.343,37.661,3066.9314,124.1927,31.0676,44.5155,17.1974,32.6837
2015-11-08,23.9408,31.343,37.661,3068.2149,124.1927,31.0676,44.5155,17.1974,32.6837
2015-11-09,24.0569,31.466,37.979,3068.8375,124.1346,30.9535,44.5404,17.1912,33.0826
2015-11-10,23.6048,31.13,37.544,3069.476,124.236,30.5802,44.2844,17.0605,32.8783
2015-11-11,23.6048,31.13,37.544,3069.476,124.236,30.5802,44.2844,17.0605,32.8783
2015-11-12,23.6048,31.13,37.544,3070.7243,124.236,30.5802,44.2844,17.0605,32.8783
2015-11-13,23.6023,31.217,37.662,3071.3642,124.4146,30.5901,44.4947,17.1115,32.8994
2015-11-14,23.6023,31.217,37.662,3071.3642,124.4146,30.5901,44.4947,17.1115,32.8994
2015-11-15,23.6023,31.217,37.662,3072.6355,124.4146,30.5901,44.4947,17.1115,32.8994
2015-11-16,23.6464,31.38,37.74,3073.2585,124.5039,30.5676,44.3086,17.1051,32.8399
2015-11-17,23.6869,31.513,37.91,3073.8901,124.471,30.7813,44.3976,17.2018,33.142
2015-11-18,23.3993,31.386,37.63,3074.5085,124.4731,30.6824,44.3369,17.1046,32.7862
2015-11-19,23.7152,31.784,37.997,3075.1328,124.5005,31.1586,44.5686,17.2649,33.2648
2015-11-20,23.7739,31.935,38.17,3075.6872,124.4288,31.2654,44.6006,17.3094,33.4842
2015-11-21,23.7739,31.935,38.17,3075.6872,124.4288,31.2654,44.6006,17.3094,33.4842
2015-11-22,23.7739,31.935,38.17,3076.982,124.4288,31.2654,44.6006,17.3094,33.4842
2015-11-23,23.8062,32.081,38.128,3077.5969,124.4523,31.1561,44.5719,17.421,33.6307
2015-11-24,23.7693,32.088,38.132,3078.2189,124.5215,31.0188,44.6079,17.4213,33.4978
2015-11-25,23.7693,32.088,38.132,3078.8659,124.5215,31.0188,44.6079,17.4213,33.4978
2015-11-26,23.8873,32.117,38.147,3079.5045,124.5172,31.0137,44.7056,17.6377,33.4275
2015-11-27,24.0645,32.289,38.442,3080.137,124.423,31.2358,44.7518,17.6701,33.5568
2015-11-28,24.0645,32.289,38.442,3080.137,124.423,31.2358,44.7518,17.6701,33.5568
2015-11-29,24.0645,32.289,38.442,3081.3229,124.423,31.2358,44.7518,17.6701,33.5568
2015-11-30,24.0853,32.307,38.509,3081.933,124.4419,31.1953,44.8851,17.8154,33.5197
2015-12-01,24.1287,32.454,38.617,3082.5388,124.6288,31.2789,44.8963,17.72,33.5186
2015-12-02,23.9763,32.435,38.517,3083.1525,124.6293,31.1498,44.8814,17.7626,33.8327
2015-12-03,23.8826,32.166,38.327,3083.7681,124.7928,30.986,44.8663,17.723,33.7975
2015-12-04,23.6939,31.972,38.269,3084.3877,124.672,30.7805,44.8993,17.632,33.694
2015-12-05,23.6939,31.972,38.269,3084.3877,124.672,30.7805,44.8993,17.632,33.694
2015-12-06,23.6939,31.972,38.269,3085.6465,124.672,30.7805,44.8993,17.632,33.694
2015-12-07,23.6828,32.031,38.303,3086.2556,124.7185,30.8644,44.875,17.6875,33.6603
2015-12-08,23.5217,31.835,37.956,3086.8712,124.6356,30.6797,44.6029,17.5734,33.2944
2015-12-09,23.1808,31.319,37.469,3087.4736,124.6578,30.3766,43.9016,17.3727,32.871
2015-12-10,23.3611,31.518,37.61,3088.0813,124.6787,30.5499,44.3488,17.4146,33.2474
2015-12-11,23.1149,31.366,37.379,3088.6927,124.7011,30.2825,44.0887,17.2944,33.0682
2015-12-12,23.1149,31.366,37.379,3088.6927,124.7011,30.2825,44.0887,17.2944,33.0682
2015-12-13,23.1149,31.366,37.379,3089.9734,124.7011,30.2825,44.0887,17.2944,33.0682
2015-12-14,23.1611,31.376,37.38,3090.5792,124.6657,30.4039,44.0177,17.211,33.0979
2015-12-15,23.3506,31.548,37.565,3091.2349,124.6736,30.6459,44.1356,17.3142,33.3962
2015-12-16,23.4669,31.596,37.582,3091.8707,124.852,30.8023,44.7086,17.3893,33.3913
2015-12-17,23.7584,32.099,37.995,3092.5023,124.9378,31.265,44.9241,17.5397,34.0463
2015-12-18,23.5299,31.969,38.001,3093.1513,124.8784,31.0875,44.7304,17.4762,33.9321
2015-12-19,23.5299,31.969,38.001,3093.1513,124.8784,31.0875,44.7304,17.4762,33.9321
2015-12-20,23.5299,31.969,38.001,3094.4618,124.8784,31.0875,44.7304,17.4762,33.9321
2015-12-21,23.7742,32.232,38.443,3095.1029,124.826,31.0622,44.8511,17.4792,34.167
2015-12-22,23.6914,32.198,38.274,3095.7407,124.8958,31.0584,44.9345,17.5738,34.2195
2015-12-23,23.8732,32.405,38.609,3096.3937,125.0151,31.2991,45.0817,17.6517,34.4628
2015-12-24,23.8664,32.479,38.678,3096.3937,125.0151,31.3257,45.0668,17.6266,34.6924
2015-12-25,23.8664,32.479,38.678,3096.3937,125.0151,31.3257,45.0668,17.6266,34.6924
2015-12-26,23.8664,32.479,38.678,3096.3937,125.0151,31.3257,45.0668,17.6266,34.6924
2015-12-27,23.8664,32.479,38.678,3098.9965,125.0151,31.3257,45.0668,17.6266,34.6924
2015-12-28,24.0376,32.555,38.991,3099.6221,125.1004,31.523,45.1978,17.7102,34.9675
2015-12-29,24.0464,32.624,38.931,3100.264,125.097,31.6454,45.1986,17.7387,35.1231
2015-12-30,23.9469,32.649,38.921,3100.9072,125.18,31.5605,45.1147,17.7863,35.4189
2015-12-31,24.0469,32.782,39.011,3101.6925,125.202,31.7424,45.4427,17.7732,35.7192
2016-01-01,24.1592,32.941,39.268,3102.3838,125.3359,31.9147,45.5737,17.7309,36.0391
2016-01-02,24.1592,32.941,39.268,3102.3838,125.3359,31.9147,45.5737,17.7309,36.0391
2016-01-03,24.1592,32.941,39.268,3103.5954,125.3359,31.9147,45.5737,17.7309,36.0391
2016-01-04,23.6582,32.52,38.68,3104.225,125.4695,31.4808,45.2516,17.6198,35.7424
2016-01-05,23.6725,32.65,38.724,3104.8751,125.538,31.4237,45.5268,17.5779,35.9544
2016-01-06,23.6076,32.594,38.659,3105.5455,125.5842,31.4329,45.5699,17.5596,35.5722
2016-01-07,23.024,31.834,37.797,3106.1847,125.6648,30.9356,45.6282,17.2838,34.6033
2016-01-08,23.1295,32.164,38.12,3106.8293,125.7146,31.11,45.9423,17.2514,35.1548
2016-01-09,23.1295,32.164,38.12,3106.8293,125.7146,31.11,45.9423,17.2514,35.1548
2016-01-10,23.1295,32.164,38.12,3108.1152,125.7146,31.11,45.9423,17.2514,35.1548
2016-01-11,23.017,31.898,37.862,3108.7484,125.7259,30.8995,45.4949,17.1288,35.1181
2016-01-12,22.8466,31.628,37.633,3109.3768,125.6591,30.6696,45.0379,17.0742,34.5143
2016-01-13,22.9722,31.587,37.273,3110.017,125.6079,30.6532,44.6923,16.9492,33.9198
2016-01-14,22.7351,31.256,36.991,3110.6499,125.5527,30.4179,44.4203,16.7277,33.6342
2016-01-15,22.2522,30.646,36.14,3111.2911,125.4498,30.0061,43.8217,16.5564,32.8379
2016-01-16,22.2522,30.646,36.14,3111.2911,125.4498,30.0061,43.8217,16.5564,32.8379
2016-01-17,22.2522,30.646,36.14,3112.5858,125.4498,30.0061,43.8217,16.5564,32.8379
2016-01-18,21.8577,29.738,35.192,3113.2147,125.4931,29.358,43.4943,15.9963,31.6702
2016-01-19,22.1989,30.019,35.643,3113.8248,125.6369,29.6193,43.9695,16.2189,31.9417
2016-01-20,21.7905,29.566,34.924,3114.4613,125.7354,29.3219,43.3523,16.1072,31.3699
2016-01-21,21.6986,29.681,35.16,3115.0846,125.8865,29.2132,43.3958,16.1241,31.4128
2016-01-22,22.1803,30.25,35.814,3115.7175,125.8176,29.7542,43.7916,16.3124,32.1795
2016-01-23,22.1803,30.25,35.814,3115.7175,125.8176,29.7542,43.7916,16.3124,32.1795
2016-01-24,22.1803,30.25,35.814,3116.9944,125.8176,29.7542,43.7916,16.3124,32.1795
2016-01-25,22.1872,30.354,35.958,3117.612,125.8071,29.9893,44.1217,16.451,32.3429
2016-01-26,22.1872,30.354,35.958,3118.2575,125.8071,29.9893,44.1217,16.451,32.3429
2016-01-27,22.2157,30.431,36.178,3118.8894,125.8925,30.1079,44.2096,16.4458,32.3767
2016-01-28,22.1207,30.342,36.0,3119.5284,125.8512,29.9832,44.0616,16.3986,32.3849
2016-01-29,22.3623,30.687,36.497,3120.1605,125.9632,30.6268,44.524,16.5919,32.5066
2016-01-30,22.3623,30.687,36.497,3120.1605,125.9632,30.6268,44.524,16.5919,32.5066
2016-01-31,22.3623,30.687,36.497,3121.4624,125.9632,30.6268,44.524,16.5919,32.5066
2016-02-01,22.3199,30.717,36.465,3122.1056,125.9933,30.6624,44.4463,16.6609,32.6827
2016-02-02,21.9913,30.258,36.118,3122.7447,125.809,30.2285,44.0882,16.6031,32.579
2016-02-03,21.6981,29.812,35.693,3123.3797,125.7466,29.9633,43.6238,16.4455,32.1505
2016-02-04,21.8202,29.792,35.654,3124.0179,125.8428,30.15,43.5567,16.3545,32.0113
2016-02-05,22.1293,30.118,36.25,3124.6154,125.9207,30.5141,44.0239,16.3692,32.187
2016-02-06,22.1293,30.118,36.25,3124.6154,125.9207,30.5141,44.0239,16.3692,32.187
2016-02-07,22.1293,30.118,36.25,3125.9741,125.9207,30.5141,44.0239,16.3692,32.187
2016-02-08,21.931,29.985,36.128,3126.6269,125.9596,30.2905,44.0482,16.3234,32.1441
2016-02-09,21.511,29.666,35.638,3127.2983,125.937,29.8739,43.8215,16.2121,32.0579
2016-02-10,21.2345,29.302,35.156,3127.9645,125.9592,29.6319,43.773,16.0879,31.6489
2016-02-11,20.5606,28.36,33.984,3128.6196,125.9517,28.6778,42.9294,15.6903,30.4832
2016-02-12,20.335,28.009,33.537,3129.2884,125.9254,28.5467,42.8915,15.5877,30.1716
2016-02-13,20.335,28.009,33.537,3129.2884,125.9254,28.5467,42.8915,15.5877,30.1716
2016-02-14,20.335,28.009,33.537,3130.6152,125.9254,28.5467,42.8915,15.5877,30.1716
2016-02-15,21.1626,28.808,34.527,3131.2698,125.8746,29.0124,43.5587,15.9409,31.0517
2016-02-16,20.6254,28.242,33.886,3131.9276,125.7149,28.5158,43.0777,15.7268,30.4216
2016-02-17,20.7377,28.373,34.15,3132.5846,125.6237,28.6926,43.2199,15.8319,30.7027
2016-02-18,20.8984,28.542,34.216,3133.2112,125.6948,28.8928,43.3155,16.0044,31.0755
2016-02-19,20.9572,28.504,34.163,3133.2112,125.6948,28.8974,43.2208,15.9674,31.1002
2016-02-20,20.9572,28.504,34.163,3133.2112,125.6948,28.8974,43.2208,15.9674,31.1002
2016-02-21,20.9572,28.504,34.163,3135.2388,125.6948,28.8974,43.2208,15.9674,31.1002
2016-02-22,21.0577,28.764,34.251,3135.8917,125.6262,29.0003,43.5553,15.9948,31.016
2016-02-23,20.7066,28.48,33.794,3136.5331,125.3408,28.6382,43.25,15.9318,30.6836
2016-02-24,20.4871,28.244,33.468,3137.1609,125.2591,28.2435,42.8792,15.7322,30.265
2016-02-25,20.2073,27.915,33.135,3137.7835,124.949,28.0521,42.7945,15.6638,30.24
2016-02-26,20.3822,27.976,33.14,3138.3921,125.1214,28.0774,42.7921,15.7158,29.9406
2016-02-27,20.3822,27.976,33.14,3138.3921,125.1214,28.0774,42.7921,15.7158,29.9406
2016-02-28,20.3822,27.976,33.14,3139.7574,125.1214,28.0774,42.7921,15.7158,29.9406
2016-02-29,20.3216,28.152,33.218,3140.4691,126.2203,28.1303,42.6259,15.6564,29.7635
2016-03-01,20.9882,28.913,34.15,3141.1679,126.3215,28.7737,43.3789,15.8379,30.5287
2016-03-02,21.4877,29.452,34.809,3141.8721,126.329,29.2089,43.6878,16.1479,30.9607
2016-03-03,21.8293,29.778,35.112,3142.5577,126.2671,29.5679,44.222,16.2041,31.1097
2016-03-04,21.8207,29.966,35.458,3143.2208,126.4923,29.5697,44.3695,16.2373,31.114
2016-03-05,21.8207,29.966,35.458,3143.2208,126.4923,29.5697,44.3695,16.2373,31.114
2016-03-06,21.8207,29.966,35.458,3143.2208,126.4923,29.5697,44.3695,16.2373,31.114
2016-03-07,21.8207,29.966,35.458,3145.2805,126.4923,29.5697,44.3695,16.2373,31.114
2016-03-08,21.7427,29.973,35.26,3145.9221,126.6189,29.5397,44.3815,16.1997,31.0575
2016-03-09,21.8384,29.936,35.307,3146.6036,126.6695,29.5713,44.4453,16.2262,31.0997
2016-03-10,21.6154,29.838,35.256,3147.2584,126.723,29.5812,44.3317,16.2049,31.0779
2016-03-11,21.6799,29.857,35.287,3147.9784,126.7653,29.6476,44.2162,16.258,31.0885
2016-03-12,21.6799,29.857,35.287,3147.9784,126.7653,29.6476,44.2162,16.258,31.0885
2016-03-13,21.6799,29.857,35.287,3149.4017,126.7653,29.6476,44.2162,16.258,31.0885
2016-03-14,21.7934,30.084,35.475,3150.2227,127.0352,29.7399,44.2556,16.3609,31.3364
2016-03-15,21.6629,29.923,35.34,3150.9635,127.1887,29.3713,43.8922,16.3377,31.1758
2016-03-16,21.7742,29.93,35.39,3151.6748,127.3719,29.3725,44.2036,16.4116,31.2445
2016-03-17,21.8864,30.133,35.614,3152.4093,127.7124,29.4553,44.37,16.5118,31.3309
2016-03-18,22.1565,30.399,35.995,3153.1528,127.7673,29.6795,44.4373,16.6138,31.5504
2016-03-19,22.1565,30.399,35.995,3153.1528,127.7673,29.6795,44.4373,16.6138,31.5504
2016-03-20,22.1565,30.399,35.995,3154.5758,127.7673,29.6795,44.4373,16.6138,31.5504
2016-03-21,22.5146,30.651,36.462,3155.2912,128.0543,30.1955,44.731,16.7221,31.9899
2016-03-22,22.621,30.647,36.593,3155.9923,128.0579,30.256,45.0016,16.7614,31.8682
2016-03-23,22.5952,30.581,36.674,3156.4726,128.0675,30.2639,45.1516,16.8314,32.2192
2016-03-24,22.5952,30.581,36.674,3156.4726,128.0675,30.2639,45.1516,16.8314,32.2192
2016-03-25,22.5952,30.581,36.674,3156.4726,128.0675,30.2639,45.1516,16.8314,32.2192
2016-03-26,22.5952,30.581,36.674,3156.4726,128.0675,30.2639,45.1516,16.8314,32.2192
2016-03-27,22.5952,30.581,36.674,3159.3598,128.0675,30.2639,45.1516,16.8314,32.2192
2016-03-28,22.261,30.224,36.331,3159.9847,128.3103,29.9016,44.4202,16.7035,31.8759
2016-03-29,22.2831,30.197,36.371,3160.7439,128.2341,29.858,44.3582,16.7953,31.9445
2016-03-30,22.7469,30.596,36.842,3161.7279,128.2653,30.2039,44.7303,17.005,32.3132
2016-03-31,22.7305,30.761,37.114,3163.9749,128.5789,30.3426,44.9562,17.0661,32.3614
2016-04-01,22.7749,30.814,37.243,3163.9749,128.5789,30.3141,44.909,17.0291,32.6099
2016-04-02,22.7749,30.814,37.243,3163.9749,128.5789,30.3141,44.909,17.0291,32.6099
2016-04-03,22.7749,30.814,37.243,3166.6893,128.5789,30.3141,44.909,17.0291,32.6099
2016-04-04,22.8388,30.885,37.307,3167.5146,129.038,30.3538,44.8367,17.0465,33.112
2016-04-05,22.2847,30.519,36.842,3168.3416,129.0831,29.9676,44.5675,16.9273,32.9295
2016-04-06,22.2747,30.655,36.905,3169.0079,129.1903,30.0595,44.7046,16.8446,33.2317
2016-04-07,22.0958,30.546,36.889,3169.7482,129.3494,29.8722,44.5633,16.8273,33.0194
2016-04-08,22.1561,30.627,37.003,3169.7482,129.3494,29.9438,44.622,16.8369,33.065
2016-04-09,22.1561,30.627,37.003,3169.7482,129.3494,29.9438,44.622,16.8369,33.065
2016-04-10,22.1561,30.627,37.003,3171.9299,129.3494,29.9438,44.622,16.8369,33.065
2016-04-11,22.4342,30.845,37.314,3172.6688,129.6038,30.2098,44.7769,16.909,33.3875
2016-04-12,22.6159,31.225,37.61,3173.3481,129.6858,30.4671,44.8656,16.9352,33.512
2016-04-13,22.9962,31.652,38.03,3174.0609,129.5595,30.947,45.259,17.1254,33.7693
2016-04-14,22.9962,31.652,38.03,3174.0609,129.5595,30.947,45.259,17.1254,33.7693
2016-04-15,22.9962,31.652,38.03,3174.0609,129.5595,30.947,45.259,17.1254,33.7693
2016-04-16,22.9962,31.652,38.03,3174.0609,129.5595,30.947,45.259,17.1254,33.7693
2016-04-17,22.9962,31.652,38.03,3176.9229,129.5595,30.947,45.259,17.1254,33.7693
2016-04-18,23.1322,32.02,38.281,3177.6109,129.752,31.1123,45.5604,17.382,34.1922
2016-04-19,23.1322,32.02,38.281,3178.2989,129.752,31.1123,45.5604,17.382,34.1922
2016-04-20,23.135,32.146,38.393,3178.9937,129.7601,31.1638,45.5324,17.3721,34.2725
2016-04-21,23.2232,32.324,38.443,3179.6725,129.6356,31.058,45.4675,17.4061,34.1677
2016-04-22,23.2899,32.27,38.469,3180.3791,129.7155,30.9638,45.4468,17.4152,34.001
2016-04-23,23.2899,32.27,38.469,3180.3791,129.7155,30.9638,45.4468,17.4152,34.001
2016-04-24,23.2899,32.27,38.469,3181.7971,129.7155,30.9638,45.4468,17.4152,34.001
2016-04-25,23.1021,32.203,38.268,3182.4759,129.7723,30.7373,45.3364,17.2321,33.9629
2016-04-26,23.3473,32.341,38.462,3183.167,129.7797,31.1508,45.493,17.2348,34.1453
2016-04-27,23.2149,32.414,38.476,3183.8524,129.7993,31.2075,45.4187,17.1785,34.3437
2016-04-28,22.8054,31.999,38.226,3184.5522,129.8405,30.8209,45.131,17.1937,34.1016
2016-04-29,22.7631,31.999,38.23,3185.241,129.9119,30.9525,45.2944,17.1537,34.1348
2016-04-30,22.7631,31.999,38.23,3185.241,129.9119,30.9525,45.2944,17.1537,34.1348
2016-05-01,22.7631,31.999,38.23,3186.6296,129.9119,30.9525,45.2944,17.1537,34.1348
2016-05-02,22.6677,32.092,38.451,3187.328,129.9765,30.9972,45.4856,17.1338,34.0495
2016-05-03,22.4577,32.008,38.316,3188.0279,129.9719,30.7931,45.2541,17.1043,34.0306
2016-05-04,22.2164,31.745,38.071,3188.7163,130.0353,30.6917,45.0089,17.0432,33.7226
2016-05-05,22.3476,31.734,37.947,3189.4069,130.0702,30.8117,44.7328,16.9444,33.9939
2016-05-06,22.3996,31.827,38.031,3190.0927,130.0972,30.7528,45.2183,16.9841,33.8769
2016-05-07,22.3996,31.827,38.031,3190.0927,130.0972,30.7528,45.2183,16.9841,33.8769
2016-05-08,22.3996,31.827,38.031,3191.5075,130.0972,30.7528,45.2183,16.9841,33.8769
2016-05-09,22.757,32.175,38.488,3192.1855,130.2163,31.123,45.8245,17.0948,34.0572
2016-05-10,22.8087,32.139,38.538,3192.864,130.2617,31.219,45.8958,17.1656,33.8602
2016-05-11,22.7257,32.249,38.652,3193.5508,130.3016,31.2078,46.103,17.2315,33.9502
2016-05-12,22.8837,32.56,38.855,3194.2406,130.371,31.3966,46.361,17.3688,34.334
2016-05-13,22.7227,32.512,38.88,3194.928,130.3528,31.161,46.1965,17.3258,34.2819
2016-05-14,22.7227,32.512,38.88,3194.928,130.3528,31.161,46.1965,17.3258,34.2819
2016-05-15,22.7227,32.512,38.88,3196.3182,130.3528,31.161,46.1965,17.3258,34.2819
2016-05-16,22.6867,32.562,38.704,3197.0099,130.426,31.3438,45.9558,17.3054,34.214
2016-05-17,22.8349,32.608,38.817,3197.6936,130.4413,31.4794,45.991,17.3681,34.2682
2016-05-18,22.7496,32.625,38.867,3198.4011,130.4225,31.3772,46.2503,17.325,34.3194
2016-05-19,22.4418,32.401,38.481,3199.0833,130.4821,31.0627,45.9576,17.2295,33.8355
2016-05-20,22.3326,32.204,38.338,3199.7975,130.4614,31.0005,45.456,17.0392,33.6161
2016-05-21,22.3326,32.204,38.338,3199.7975,130.4614,31.0005,45.456,17.0392,33.6161
2016-05-22,22.3326,32.204,38.338,3201.1418,130.4614,31.0005,45.456,17.0392,33.6161
2016-05-23,22.2697,32.11,38.258,3201.822,130.5755,30.9309,45.2863,17.0928,33.6583
2016-05-24,22.2477,31.919,38.174,3202.4885,130.6043,30.7811,45.2422,17.08,33.416
2016-05-25,22.766,32.449,38.598,3203.1676,130.6325,31.3403,45.6852,17.2329,33.6057
2016-05-26,23.2084,32.724,38.808,3203.8147,130.6326,31.8498,45.7658,17.4042,33.5544
2016-05-27,23.413,32.966,39.191,3204.4825,130.6615,32.2214,46.1269,17.4235,33.7237
2016-05-28,23.413,32.966,39.191,3204.4825,130.6615,32.2214,46.1269,17.4235,33.7237
2016-05-29,23.413,32.966,39.191,3205.8183,130.6615,32.2214,46.1269,17.4235,33.7237
2016-05-30,23.4529,33.126,39.303,3206.47,130.7441,32.3577,45.9932,17.4826,33.8423
2016-05-31,23.5294,33.091,39.334,3207.1892,130.7549,32.2497,45.7905,17.4491,33.7683
2016-06-01,23.4935,33.116,39.376,3207.8852,130.7344,32.4008,45.9132,17.4435,33.793
2016-06-02,23.6277,33.412,39.711,3208.578,130.7746,32.4416,45.8856,17.4014,33.9535
2016-06-03,23.5755,33.536,39.644,3209.248,130.8097,32.354,46.0204,17.4335,33.8652
2016-06-04,23.5755,33.536,39.644,3209.248,130.8097,32.354,46.0204,17.4335,33.8652
2016-06-05,23.5755,33.536,39.644,3210.5478,130.8097,32.354,46.0204,17.4335,33.8652
2016-06-06,23.6339,33.555,39.677,3211.27,130.9418,32.3609,45.9507,17.3983,34.0559
2016-06-07,23.89,33.871,39.863,3211.9477,130.9498,32.5025,45.9444,17.5363,34.4547
2016-06-08,24.0318,34.047,40.082,3212.6384,130.9713,32.5067,46.1363,17.5812,34.5334
2016-06-09,23.9139,34.026,39.985,3213.2888,131.006,32.3337,46.1665,17.6456,34.2408
2016-06-10,23.7818,33.886,39.861,3213.9764,131.0328,32.2419,46.0846,17.6065,34.345
2016-06-11,23.7818,33.886,39.861,3213.9764,131.0328,32.2419,46.0846,17.6065,34.345
2016-06-12,23.7818,33.886,39.861,3215.3314,131.0328,32.2419,46.0846,17.6065,34.345
2016-06-13,23.6063,33.739,39.671,3216.0085,131.0126,32.0592,45.9779,17.4619,34.1257
2016-06-14,23.6765,33.853,39.854,3216.6962,131.0472,32.1206,46.0534,17.4443,34.0845
2016-06-15,23.9778,34.19,40.134,3217.3867,131.088,32.3829,46.2784,17.4682,34.3849
